Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.718s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
99.00	1.99	2.00	2.00	1.99
100.00	2.00	2.00	1.99	1.99
101.00	2.00	2.00	2.00	1.99
102.00	2.00	2.00	2.00	1.99
103.00	2.00	2.00	2.00	2.00
104.00	2.00	1.99	2.00	1.95
105.00	1.99	1.99	2.00	2.00
106.00	2.00	2.00	1.99	2.00
107.00	2.00	2.00	2.00	2.00
108.00	2.00	2.00	2.00	2.00
109.00	2.00	2.00	2.00	2.00
110.00	2.00	2.00	2.00	2.00
111.00	2.00	1.99	2.00	1.99
112.00	1.99	2.00	1.99	2.00
113.00	2.00	2.00	2.00	2.00
114.00	2.00	2.00	2.00	2.00
115.00	2.00	2.00	2.00	2.00
116.00	2.00	2.00	2.00	2.00
117.00	2.00	1.99	2.00	1.99
118.00	1.99	2.00	1.99	2.00
119.00	2.00	2.00	2.00	2.00
120.00	2.00	2.00	2.00	2.00
121.00	2.00	2.00	2.00	2.00
122.00	2.00	2.00	2.00	2.00
123.00	2.00	1.99	2.00	1.99
124.00	1.99	2.00	1.99	2.00
125.00	2.00	2.00	2.00	2.00
126.00	2.00	2.00	2.00	2.00
127.00	2.00	2.00	2.00	2.00
128.00	2.00	2.00	2.00	2.00
129.00	2.00	1.99	2.00	1.99
130.00	1.99	2.00	1.99	2.00
131.00	2.00	2.00	2.00	2.00
132.00	2.00	2.00	2.00	2.00
133.00	2.00	2.00	2.00	2.00
134.00	2.00	2.00	2.00	2.00
135.00	2.00	2.00	2.00	1.99
136.00	1.99	1.99	1.99	2.00
137.00	2.00	2.00	2.00	2.00
138.00	2.00	2.00	2.00	2.00
139.00	2.00	2.00	2.00	2.00
140.00	2.00	2.00	2.00	2.00
141.00	2.00	2.00	2.00	1.99
142.00	1.99	1.99	2.00	2.00
143.00	2.00	2.00	1.99	2.00
144.00	2.00	2.00	2.00	2.00
145.00	2.00	2.00	2.00	2.00
146.00	2.00	2.00	2.00	2.00
147.00	2.00	2.00	2.00	1.99
148.00	1.99	1.99	2.00	2.00
149.00	2.00	2.00	1.99	2.00
150.00	2.00	2.00	2.00	2.00
151.00	2.00	2.00	2.00	2.00
152.00	2.00	2.00	2.00	2.00
153.00	2.00	2.00	2.00	1.99
154.00	2.00	1.99	2.00	2.00
155.00	1.99	2.00	1.99	2.00
156.00	2.00	2.00	2.00	2.00
157.00	2.00	2.00	2.00	2.00
158.00	2.00	2.00	2.00	2.00
159.00	2.00	2.00	2.00	2.00
160.00	2.00	1.99	2.00	1.99
161.00	1.99	2.00	1.99	2.00
162.00	2.00	2.00	2.00	2.00
163.00	2.00	2.00	2.00	2.00
164.00	2.00	2.00	2.00	2.00
165.00	2.00	2.00	2.00	2.00
166.00	2.00	1.99	2.00	1.99
167.00	1.99	2.00	1.99	2.00
168.00	2.00	2.00	2.00	2.00
169.00	2.00	2.00	2.00	2.00
170.00	2.00	2.00	2.00	2.00
171.00	2.00	2.00	2.00	2.00
172.00	2.00	1.99	2.00	1.99
173.00	1.99	2.00	1.99	2.00
174.00	2.00	2.00	2.00	2.00
175.00	2.00	2.00	2.00	2.00
176.00	2.00	2.00	2.00	2.00
177.00	2.00	2.00	2.00	2.00
178.00	2.00	2.00	2.00	1.99
179.00	1.99	1.99	1.99	2.00
10.2.1.2	2.04	7.81
10.1.1.2	2.04	1300.56
10.1.1.4	2.03	975.65
10.1.1.1	2.04	274.60
