Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.230s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.34	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.53	0.00	2.00	1.55
6.00	1.98	1.79	2.00	1.98
7.00	1.98	1.99	2.00	1.99
8.00	1.99	2.00	1.99	2.01
9.00	1.98	2.00	2.00	2.00
10.00	2.00	2.00	2.00	1.99
11.00	1.97	2.00	2.00	2.00
12.00	2.00	2.00	2.00	2.00
13.00	1.99	1.99	2.00	1.99
14.00	2.00	2.00	1.99	2.01
15.00	1.99	2.00	2.00	2.00
16.00	1.97	1.99	2.00	1.99
17.00	2.01	2.00	2.00	2.00
18.00	1.99	2.00	2.00	2.00
19.00	1.98	2.00	2.00	2.00
20.00	2.00	2.00	1.99	2.00
21.00	2.00	2.00	2.00	1.98
22.00	1.99	2.00	2.00	2.01
23.00	1.98	1.99	2.00	1.99
24.00	2.00	2.00	2.00	2.00
25.00	1.98	2.00	2.00	2.00
26.00	2.00	2.00	1.99	1.99
27.00	2.00	1.98	2.00	1.99
28.00	1.99	2.00	2.00	2.01
29.00	2.00	2.00	2.00	1.99
30.00	2.00	2.00	2.00	2.00
31.00	1.99	1.98	2.00	2.00
32.00	2.01	2.00	1.99	2.00
33.00	1.98	2.00	2.00	1.99
34.00	2.01	2.00	2.00	2.00
35.00	1.97	2.00	2.00	2.00
36.00	1.98	2.00	2.00	2.00
37.00	1.98	1.99	2.00	2.00
38.00	2.00	2.00	1.99	2.00
39.00	1.99	2.00	2.00	1.98
40.00	1.98	1.99	2.00	2.01
41.00	1.98	2.01	2.00	1.99
42.00	2.00	2.00	2.00	2.00
43.00	1.98	1.99	2.00	2.00
44.00	2.00	2.00	1.99	1.99
45.00	2.00	2.00	2.00	2.01
