Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.101s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.14	0.00	0.00	0.05	0.00
3.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.78	0.24	0.00	1.20	0.00
4.00	8.70	0.06	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.07	0.12	0.00	0.21	0.00
5.00	8.70	0.51	0.00	0.00	0.00	1.81	0.00	0.00	1.06	0.00	0.02	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.05	0.00
6.00	8.69	0.66	0.00	0.11	0.00	0.15	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.19	0.00
7.00	8.70	0.05	0.00	0.01	0.00	0.00	1.05	0.04	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.57	0.24	0.74	0.84	0.07	0.00
8.00	8.70	0.00	0.00	0.00	0.00	0.06	2.26	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.11	0.34	0.00	1.35
9.00	8.70	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.22	0.00	0.02	0.00
10.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.49	0.06	0.01	0.00	1.18
11.00	8.69	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.99	0.12	0.00	0.00	0.11	0.15
