Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.379s)
CreateVariables () DONE !!!
Creating 6 APs 25.00 m length apart  200.00m width apart.
CreateApNodes () DONE !!!
Creating 0 CLs 30 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
00:00:00:00:00:01
00:00:00:00:00:02
00:00:00:00:00:03
00:00:00:00:00:04
00:00:00:00:00:05
00:00:00:00:00:06
CreateAdhocDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
Static Routing Rules Set.
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 400.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.09	-1.00	-1.00	-1.00	-1.00	0.09
3.00	0.09	-1.00	-1.00	-1.00	-1.00	0.09
4.00	0.11	-1.00	-1.00	-1.00	-1.00	0.11
5.00	0.09	-1.00	-1.00	-1.00	-1.00	0.09
6.00	0.11	-1.00	-1.00	-1.00	-1.00	0.11
7.00	0.09	-1.00	-1.00	-1.00	-1.00	0.09
8.00	0.11	-1.00	-1.00	-1.00	-1.00	0.11
9.00	0.09	-1.00	-1.00	-1.00	-1.00	0.09
10.00	0.11	-1.00	-1.00	-1.00	-1.00	0.11
11.00	0.99	-1.00	-1.00	-1.00	-1.00	0.99
12.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
13.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
14.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
15.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
16.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
17.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
18.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
19.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
20.00	1.00	-1.00	-1.00	-1.00	-1.00	1.00
21.00	1.99	-1.00	-1.00	-1.00	-1.00	1.99
22.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
23.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
24.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
25.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
26.00	1.99	-1.00	-1.00	-1.00	-1.00	1.99
27.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
28.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
29.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
30.00	2.00	-1.00	-1.00	-1.00	-1.00	2.00
31.00	2.99	-1.00	-1.00	-1.00	-1.00	2.99
32.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
33.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
34.00	2.99	-1.00	-1.00	-1.00	-1.00	2.99
35.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
36.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
37.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
38.00	2.99	-1.00	-1.00	-1.00	-1.00	2.99
39.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
40.00	3.00	-1.00	-1.00	-1.00	-1.00	3.00
41.00	3.99	-1.00	-1.00	-1.00	-1.00	3.99
42.00	4.00	-1.00	-1.00	-1.00	-1.00	4.00
43.00	3.99	-1.00	-1.00	-1.00	-1.00	3.99
44.00	4.00	-1.00	-1.00	-1.00	-1.00	4.00
45.00	4.00	-1.00	-1.00	-1.00	-1.00	3.99
46.00	3.99	-1.00	-1.00	-1.00	-1.00	4.00
47.00	4.00	-1.00	-1.00	-1.00	-1.00	4.00
48.00	4.00	-1.00	-1.00	-1.00	-1.00	4.00
49.00	3.99	-1.00	-1.00	-1.00	-1.00	3.99
50.00	4.00	-1.00	-1.00	-1.00	-1.00	4.00
51.00	4.99	-1.00	-1.00	-1.00	-1.00	4.99
52.00	4.99	-1.00	-1.00	-1.00	-1.00	4.99
53.00	5.00	-1.00	-1.00	-1.00	-1.00	5.00
54.00	5.00	-1.00	-1.00	-1.00	-1.00	5.00
55.00	4.99	-1.00	-1.00	-1.00	-1.00	4.99
56.00	5.00	-1.00	-1.00	-1.00	-1.00	5.00
57.00	4.99	-1.00	-1.00	-1.00	-1.00	4.99
58.00	5.00	-1.00	-1.00	-1.00	-1.00	5.00
59.00	4.99	-1.00	-1.00	-1.00	-1.00	5.00
60.00	5.00	-1.00	-1.00	-1.00	-1.00	4.99
61.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
62.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
63.00	6.01	-1.00	-1.00	-1.00	-1.00	6.01
64.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
65.00	6.01	-1.00	-1.00	-1.00	-1.00	6.01
66.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
67.00	6.01	-1.00	-1.00	-1.00	-1.00	6.01
68.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
69.00	6.01	-1.00	-1.00	-1.00	-1.00	6.01
70.00	5.99	-1.00	-1.00	-1.00	-1.00	5.99
71.00	7.01	-1.00	-1.00	-1.00	-1.00	7.01
72.00	6.99	-1.00	-1.00	-1.00	-1.00	6.99
73.00	6.99	-1.00	-1.00	-1.00	-1.00	6.99
74.00	7.01	-1.00	-1.00	-1.00	-1.00	7.01
75.00	6.99	-1.00	-1.00	-1.00	-1.00	6.99
76.00	7.01	-1.00	-1.00	-1.00	-1.00	7.01
77.00	6.99	-1.00	-1.00	-1.00	-1.00	6.99
78.00	7.01	-1.00	-1.00	-1.00	-1.00	6.99
79.00	6.99	-1.00	-1.00	-1.00	-1.00	7.01
80.00	6.99	-1.00	-1.00	-1.00	-1.00	7.01
81.00	8.01	-1.00	-1.00	-1.00	-1.00	7.98
