Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.244s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.44	1.44	1.61	0.00	2.00	0.00	1.44	0.00	1.42
6.00	1.99	2.00	1.99	1.68	2.00	1.68	2.00	0.00	2.00
7.00	2.00	1.99	2.00	1.99	2.00	1.98	2.00	1.68	2.00
8.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00
9.00	2.00	2.00	1.99	2.00	2.00	1.94	1.95	1.97	1.94
10.00	2.00	2.00	1.99	2.00	2.00	1.98	1.99	2.00	2.00
11.00	1.99	2.00	2.00	1.97	2.00	1.98	1.95	1.97	2.00
12.00	2.00	2.00	2.00	1.99	2.00	1.97	1.95	2.00	1.99
13.00	2.00	1.99	2.00	1.98	2.00	1.99	1.93	1.99	2.00
14.00	2.00	2.00	2.00	1.99	1.99	1.97	1.97	2.00	2.00
15.00	2.00	2.00	2.00	1.99	2.00	1.98	1.98	1.99	2.00
16.00	1.99	2.00	2.00	1.98	2.00	1.97	1.98	1.99	2.00
17.00	2.00	2.00	1.98	1.98	2.00	1.98	1.94	2.00	1.99
18.00	2.00	2.00	2.00	2.00	2.00	1.98	1.97	1.99	2.00
19.00	2.00	2.00	2.00	1.99	2.00	1.92	1.97	2.00	2.00
20.00	2.00	1.99	2.00	1.98	1.99	1.95	1.98	2.00	2.00
21.00	1.99	2.00	2.00	2.00	2.00	1.99	1.97	1.98	1.99
22.00	1.99	2.00	2.00	1.98	2.00	1.99	1.91	2.00	2.00
23.00	2.00	2.00	2.00	2.01	2.00	1.99	1.95	1.98	1.99
24.00	2.00	2.00	1.99	1.98	2.00	1.97	1.95	2.00	2.00
25.00	2.00	1.99	2.00	2.00	2.00	1.98	1.95	1.97	2.00
26.00	2.00	2.00	2.00	2.00	1.99	1.97	1.95	2.00	1.99
27.00	2.00	2.00	2.00	1.99	2.00	1.98	1.97	1.99	2.00
28.00	2.00	2.00	1.99	1.99	2.00	1.99	1.88	2.00	2.00
29.00	1.90	1.98	1.47	2.00	2.00	2.01	1.10	1.97	1.98
30.00	0.75	1.91	1.85	1.70	2.00	1.99	1.73	2.00	2.00
31.00	1.51	2.00	1.81	1.99	2.00	1.83	0.92	1.59	1.70
32.00	2.00	1.99	1.91	2.00	1.99	2.00	1.70	2.00	2.00
33.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
34.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00	1.99
36.00	1.99	1.99	1.99	2.00	2.00	1.99	2.00	2.00	2.00
37.00	2.01	2.01	2.00	2.00	2.00	2.00	2.00	1.99	1.99
38.00	1.99	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
39.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
41.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99
42.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
43.00	2.00	2.00	1.99	2.00	2.00	1.99	1.99	2.01	1.99
44.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.99	2.00
45.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.98
46.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
47.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99
