Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.417s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.39	1.65	1.66	1.99	0.88	1.20	1.64
3.00	1.00	1.81	1.92	2.00	0.00	0.57	0.57
4.00	1.98	1.93	2.00	2.00	1.97	0.00	0.06
5.00	1.99	1.90	2.00	2.00	1.99	2.13	0.25
6.00	2.00	1.91	2.00	2.00	1.97	1.79	0.00
7.00	2.00	1.90	1.99	2.00	1.98	1.92	1.94
8.00	1.99	1.90	2.00	1.99	2.00	1.90	1.99
9.00	2.00	1.92	2.00	2.00	1.99	1.86	2.00
10.00	2.00	1.92	2.00	2.00	1.99	1.86	2.00
11.00	1.99	1.86	2.00	2.00	2.00	1.90	1.98
12.00	2.00	1.93	2.00	2.00	1.98	1.84	2.00
13.00	2.00	1.90	1.99	2.00	1.98	1.91	2.00
14.00	1.99	1.88	2.00	1.99	2.00	1.90	2.00
15.00	2.00	1.85	2.00	2.00	2.00	1.91	2.00
16.00	2.00	1.94	2.00	2.00	1.99	1.90	2.00
17.00	2.00	1.90	2.00	2.00	1.95	1.84	1.98
18.00	1.99	1.86	2.00	2.00	2.00	1.88	2.00
19.00	2.00	1.87	2.00	2.00	1.98	1.87	1.99
20.00	2.00	1.94	1.99	1.99	1.99	1.87	1.97
21.00	2.00	1.92	2.00	2.00	1.99	1.88	2.00
22.00	2.00	1.91	2.00	2.00	1.99	1.86	2.00
23.00	1.98	1.94	2.00	2.00	2.00	1.87	1.99
24.00	2.00	1.90	2.00	2.00	1.98	1.88	2.00
25.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
26.00	2.00	1.88	1.99	1.99	2.00	1.91	2.00
27.00	2.00	1.87	2.00	2.00	1.99	1.91	2.00
28.00	2.00	1.88	2.00	2.00	1.98	1.87	2.00
29.00	1.99	1.88	2.00	2.00	1.99	1.91	1.99
30.00	1.99	1.87	2.00	2.00	1.99	1.87	2.00
31.00	2.00	1.90	2.00	2.00	1.99	1.91	2.00
32.00	0.04	0.04	1.99	1.99	2.00	1.86	2.00
33.00	0.00	0.00	2.00	2.00	2.00	1.86	2.00
34.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
35.00	0.00	0.00	2.00	2.00	2.00	1.92	1.99
36.00	0.00	0.00	2.00	2.00	2.00	1.94	1.99
37.00	0.00	0.00	2.00	2.00	2.00	1.84	1.99
38.00	0.00	0.00	1.99	1.99	1.99	1.88	2.00
39.00	0.00	0.00	2.00	2.00	1.99	1.90	2.00
40.00	0.00	0.00	2.00	2.00	2.00	1.90	2.00
41.00	0.00	0.00	2.00	2.00	1.99	1.92	1.99
42.00	0.00	0.00	2.00	2.00	2.00	1.87	1.99
43.00	0.00	0.00	2.00	2.00	1.99	1.86	2.00
44.00	0.00	0.00	1.99	1.99	2.00	1.85	1.99
45.00	0.00	0.00	2.00	2.00	2.00	1.90	2.00
46.00	0.00	0.00	2.00	2.00	2.00	1.91	1.99
47.00	0.00	0.00	2.00	2.00	2.00	1.87	1.99
48.00	0.00	0.00	2.00	2.00	2.00	1.86	1.99
49.00	0.00	0.00	2.00	2.00	1.99	1.86	2.00
50.00	0.00	0.00	1.99	2.00	2.00	1.88	2.00
51.00	0.00	0.00	2.00	1.99	2.00	1.87	2.00
52.00	0.00	0.00	2.00	2.00	2.00	1.88	2.00
53.00	0.00	0.00	2.00	2.00	2.00	1.88	1.99
54.00	0.00	0.00	2.00	2.00	2.00	1.88	1.99
55.00	0.00	0.00	2.00	2.00	1.99	1.84	2.00
56.00	0.00	0.00	2.00	2.00	2.00	1.93	2.00
57.00	0.00	0.00	1.99	1.99	2.00	1.85	2.00
58.00	0.00	0.00	2.00	2.00	2.00	1.81	2.00
59.00	0.00	0.00	2.00	2.00	2.00	1.84	1.98
60.00	0.00	0.00	2.00	2.00	1.99	1.90	1.99
61.00	0.00	0.00	2.00	2.00	2.00	1.86	2.00
62.00	0.00	0.00	2.00	2.00	1.99	1.83	2.00
63.00	0.00	0.00	1.99	1.99	1.99	1.84	2.00
64.00	0.00	0.00	2.00	2.00	1.99	1.83	2.00
65.00	0.00	0.00	2.00	2.00	1.99	1.84	2.00
66.00	0.00	0.00	2.00	2.00	2.00	1.83	2.00
67.00	0.00	0.00	2.00	2.00	2.00	1.86	1.99
68.00	0.00	0.00	2.00	2.00	1.99	1.85	1.99
69.00	0.00	0.00	1.99	1.99	1.99	1.86	2.00
70.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
71.00	0.00	0.00	2.00	2.00	2.00	1.88	1.99
72.00	0.00	0.00	2.00	2.00	2.00	1.92	2.00
73.00	0.00	0.00	2.00	2.00	2.00	1.91	1.99
74.00	0.00	0.00	2.00	2.00	1.99	1.88	2.00
75.00	0.00	0.00	1.99	1.99	2.00	1.91	2.00
76.00	0.00	0.00	2.00	2.00	2.00	1.88	2.00
77.00	0.00	0.00	2.00	2.00	2.00	1.97	2.00
78.00	0.00	0.00	2.00	2.00	2.00	1.88	2.00
79.00	0.00	0.00	2.00	2.00	2.00	1.90	1.99
80.00	0.00	0.00	2.00	2.00	1.99	1.86	2.00
81.00	0.00	0.00	1.99	1.99	2.00	1.91	2.00
82.00	0.00	0.00	2.00	2.00	1.99	1.95	2.00
83.00	0.00	0.00	2.00	2.00	2.00	1.92	2.00
84.00	0.00	0.00	2.00	2.00	2.00	1.90	2.00
85.00	0.00	0.00	2.00	2.00	1.99	1.93	1.99
86.00	0.00	0.00	1.99	2.00	2.01	1.90	2.00
87.00	0.00	0.00	2.00	1.99	1.99	1.87	2.00
88.00	0.00	0.00	2.00	2.00	2.00	1.91	1.99
89.00	0.00	0.00	2.00	2.00	2.00	1.93	2.00
90.00	0.00	0.00	2.00	2.00	1.99	1.90	2.00
91.00	0.00	0.00	2.00	2.00	2.00	1.93	1.99
92.00	0.00	0.00	2.00	2.00	1.99	1.94	1.99
93.00	0.00	0.00	1.99	1.99	2.00	1.93	2.00
94.00	0.00	0.00	2.00	2.00	1.37	1.32	1.37
95.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
96.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
97.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
98.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
99.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
100.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
101.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
102.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
103.00	0.00	0.48	1.34	2.00	0.00	0.00	0.00
104.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
105.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
106.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
107.00	0.00	0.00	0.00	2.00	1.17	1.12	1.10
108.00	0.00	0.00	0.00	2.00	2.00	1.93	2.00
109.00	0.00	0.00	0.00	2.00	2.00	1.92	2.00
110.00	0.00	0.00	0.00	2.00	2.00	1.94	1.98
111.00	0.00	0.05	0.06	2.00	1.99	1.91	2.00
112.00	2.00	2.39	2.54	1.99	2.00	1.92	2.00
113.00	1.99	1.90	2.00	2.00	2.00	1.88	2.00
114.00	2.00	1.86	2.00	2.00	2.00	1.88	1.99
115.00	1.99	1.86	2.00	2.00	1.97	1.88	1.99
116.00	1.99	1.86	2.00	2.00	1.99	1.86	2.00
117.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
118.00	2.00	1.87	1.99	1.99	2.00	1.94	2.00
119.00	1.99	1.87	2.00	2.00	1.98	1.94	2.00
120.00	1.98	1.91	2.00	2.00	2.00	1.90	2.00
121.00	2.01	1.86	2.00	2.00	2.00	1.94	1.99
122.00	1.99	1.90	2.00	2.00	1.97	1.94	2.00
123.00	1.99	1.90	2.00	2.00	1.99	1.93	2.00
124.00	2.00	1.90	1.99	1.99	2.00	1.90	2.00
125.00	1.99	1.88	2.00	2.00	2.00	1.90	2.00
126.00	2.00	1.92	2.00	2.00	2.00	1.94	2.00
127.00	2.00	1.94	2.00	2.00	2.00	1.93	1.99
128.00	1.99	1.86	2.00	2.00	1.98	1.87	2.00
129.00	1.99	1.90	2.00	2.00	2.00	1.91	2.00
130.00	2.00	1.92	1.99	1.99	2.00	1.92	2.00
131.00	2.00	1.91	2.00	2.00	1.99	1.93	2.00
132.00	2.00	1.87	2.00	2.00	2.00	1.91	2.00
133.00	2.00	1.92	2.00	2.00	1.99	1.90	1.99
134.00	1.98	1.86	2.00	2.00	1.98	1.88	1.99
135.00	2.00	1.86	2.00	2.00	1.98	1.91	2.00
136.00	2.00	1.90	1.99	1.99	1.99	1.95	2.00
137.00	2.00	1.88	2.00	2.00	2.00	1.91	2.00
138.00	2.00	1.84	2.00	2.00	1.99	1.91	2.00
139.00	2.00	1.92	2.00	2.00	2.00	1.93	1.99
140.00	1.99	1.87	2.00	2.00	2.00	1.87	2.00
141.00	2.00	1.91	2.00	2.00	1.98	1.88	2.00
142.00	2.00	1.88	1.99	2.00	2.00	1.92	2.00
143.00	2.00	1.91	2.00	1.99	1.99	1.91	2.00
144.00	2.00	1.85	2.00	2.00	1.99	1.88	2.00
145.00	2.00	1.90	2.00	2.00	1.97	1.91	2.00
146.00	1.99	1.87	2.00	2.00	1.99	1.91	1.97
147.00	2.00	1.92	2.00	2.00	1.99	1.92	2.00
148.00	2.00	1.98	2.00	2.00	1.95	1.87	2.00
149.00	2.00	1.88	1.99	1.99	1.99	1.86	2.00
150.00	2.00	1.91	2.00	2.00	1.99	1.87	2.00
151.00	2.00	1.93	2.00	2.00	1.99	1.91	2.00
152.00	1.99	1.94	2.00	2.00	1.98	1.86	1.98
153.00	2.00	1.97	2.00	2.00	2.00	1.97	2.00
154.00	2.00	1.91	2.00	2.00	2.00	1.90	2.00
155.00	2.00	1.90	1.99	1.99	1.99	1.88	2.00
156.00	2.00	1.92	2.00	2.00	2.00	1.90	2.00
157.00	2.00	1.92	2.00	2.00	1.99	1.90	2.00
158.00	1.99	1.88	2.00	2.00	2.00	1.88	2.00
159.00	2.00	1.92	2.00	2.00	2.00	1.85	1.99
160.00	2.00	1.92	2.00	2.00	1.98	1.86	2.00
161.00	2.00	1.90	1.99	1.99	2.00	1.87	2.00
162.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
163.00	2.00	1.87	2.00	2.00	2.00	1.92	2.00
164.00	1.99	1.88	2.00	2.00	1.98	1.92	2.00
165.00	2.00	1.88	2.00	2.00	1.99	1.88	1.99
166.00	2.00	1.90	2.00	2.00	1.99	1.90	2.00
167.00	2.00	1.91	1.99	1.99	1.99	1.88	2.00
168.00	1.99	1.91	2.00	2.00	1.99	1.94	2.00
