Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (9.917s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	27.21	26.67	22.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	39.09	33.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	39.10	33.38	8.93	0.00	4.29	0.00	0.00	0.00	0.00
6.00	40.05	39.10	33.38	14.39	0.00	11.44	0.00	0.00	0.00	0.00
7.00	40.06	39.09	33.38	13.34	0.00	11.43	0.00	0.00	0.00	0.00
8.00	40.06	39.10	33.39	14.81	0.00	11.43	0.00	0.00	0.00	0.00
9.00	40.05	39.10	33.38	14.86	0.00	11.46	0.00	0.00	0.00	0.00
10.00	40.06	39.09	33.38	15.68	0.00	11.43	0.00	0.00	0.00	0.00
11.00	40.05	39.10	33.38	14.49	0.00	11.46	0.00	0.00	0.00	0.00
12.00	40.06	39.10	33.38	16.28	0.00	11.43	0.00	0.00	0.00	0.00
13.00	40.06	39.09	33.38	15.28	0.00	11.42	0.00	0.00	0.00	0.00
14.00	40.05	39.10	33.38	16.15	0.00	11.44	0.00	0.00	0.00	0.00
15.00	40.06	39.10	33.39	6.21	0.00	3.80	0.00	0.00	0.00	0.00
16.00	40.05	39.09	33.38	13.73	0.00	5.15	0.00	0.00	0.00	0.00
17.00	40.06	39.10	33.38	14.22	0.00	5.00	0.00	0.00	0.00	0.00
18.00	40.05	39.10	33.38	15.22	0.00	5.30	0.00	0.00	0.00	0.00
19.00	40.06	39.09	33.38	14.43	0.00	4.66	0.00	0.00	0.00	0.00
20.00	40.06	39.10	33.38	15.33	0.00	6.13	0.00	0.00	0.00	0.00
21.00	40.05	39.10	33.38	15.59	0.00	11.46	0.00	0.00	0.00	0.00
22.00	40.06	39.09	33.39	15.22	0.00	11.39	0.00	0.00	0.00	0.00
23.00	40.05	39.10	33.38	14.33	0.00	11.50	0.00	0.00	0.00	0.00
24.00	40.06	39.10	33.38	15.17	0.00	11.44	0.00	0.00	0.00	0.00
25.00	40.06	39.09	33.38	15.33	0.00	11.43	0.00	0.00	0.00	0.00
26.00	40.05	39.10	33.38	15.68	0.00	11.46	0.00	0.00	0.00	0.00
27.00	40.06	39.10	33.38	15.12	0.00	11.44	0.00	0.00	0.00	0.00
28.00	40.05	39.09	33.38	15.31	0.00	11.38	0.00	0.00	0.00	0.00
29.00	40.06	39.10	33.39	15.28	0.00	11.51	0.00	0.00	0.00	0.00
30.00	40.06	39.10	33.38	15.99	0.00	11.44	0.00	0.00	0.00	0.00
31.00	40.05	39.09	33.38	15.22	0.00	11.43	0.00	0.00	0.00	0.00
32.00	40.06	39.10	33.38	15.69	0.00	11.46	0.00	0.00	0.00	0.00
33.00	40.05	39.10	33.38	14.68	0.00	11.44	0.00	0.00	0.00	0.00
34.00	40.06	39.09	33.38	15.92	0.00	11.43	0.00	0.00	0.00	0.00
35.00	40.05	39.10	33.39	14.12	0.00	11.44	0.00	0.00	0.00	0.00
36.00	40.06	39.10	33.38	15.15	0.00	11.42	0.00	0.00	0.00	0.00
37.00	40.06	39.09	33.38	14.96	0.00	11.46	0.00	0.00	0.00	0.00
38.00	40.05	39.10	33.38	16.95	0.00	11.44	0.00	0.00	0.00	0.00
39.00	40.06	39.10	33.38	2.88	0.00	11.44	0.00	0.00	0.00	0.00
