Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.236s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.31	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.63	1.83	2.00	1.63
6.00	2.00	2.00	2.00	2.00
7.00	2.00	1.99	2.00	2.00
8.00	2.00	2.00	1.99	1.99
9.00	1.99	2.00	2.00	2.00
10.00	2.00	2.00	2.00	2.01
11.00	1.99	2.00	2.00	1.99
12.00	2.00	2.00	2.00	2.00
13.00	2.00	2.00	2.00	2.00
14.00	1.99	1.99	1.99	2.00
15.00	1.99	2.00	2.00	2.00
16.00	1.99	2.00	2.00	2.00
17.00	2.00	2.00	2.00	1.99
18.00	2.00	2.00	2.00	2.00
19.00	2.00	2.00	2.00	2.00
20.00	2.00	1.99	1.99	2.00
21.00	1.99	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00
23.00	2.00	2.00	2.00	1.99
24.00	2.00	2.00	2.00	2.00
25.00	2.00	2.00	2.00	2.00
26.00	1.99	1.99	1.99	2.00
27.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	2.00	2.00
29.00	2.00	2.00	2.00	2.00
30.00	2.00	2.00	2.00	1.99
31.00	2.00	2.00	2.00	2.00
32.00	2.00	1.99	1.99	2.00
33.00	1.99	2.00	2.00	1.98
34.00	2.00	2.00	2.00	2.01
35.00	2.00	2.00	2.00	2.00
36.00	2.00	2.00	2.00	1.99
37.00	1.99	2.00	2.00	2.00
38.00	2.00	1.99	1.99	2.00
39.00	1.99	2.00	2.00	2.00
40.00	2.00	2.00	2.00	2.00
41.00	2.00	2.00	2.00	2.00
42.00	2.00	2.00	2.00	1.99
43.00	2.00	2.00	2.00	1.99
44.00	2.00	1.99	1.99	2.00
45.00	1.99	2.00	2.00	2.00
46.00	1.99	2.00	2.00	2.00
47.00	1.99	2.00	2.00	2.00
48.00	2.00	2.00	2.00	1.99
49.00	2.00	2.00	2.00	2.00
50.00	2.00	1.99	2.00	2.00
51.00	1.99	2.00	1.99	2.00
52.00	2.00	2.00	2.00	2.00
53.00	2.00	2.00	2.00	2.00
54.00	2.00	2.00	2.00	1.99
55.00	2.00	2.00	2.00	2.00
56.00	2.00	2.00	2.00	2.00
57.00	2.00	1.99	1.99	2.00
58.00	1.99	2.00	2.00	2.00
59.00	2.00	2.00	2.00	2.00
60.00	2.00	2.00	2.00	1.99
61.00	1.99	2.00	2.00	2.00
62.00	2.00	2.00	2.00	2.00
63.00	2.00	1.99	1.99	1.99
64.00	1.99	2.00	2.00	2.01
65.00	2.00	2.00	2.00	2.00
66.00	2.00	2.00	2.00	1.99
67.00	2.00	2.00	2.00	2.00
68.00	2.00	2.00	2.00	2.00
69.00	2.00	1.99	1.99	2.00
70.00	1.99	2.00	2.00	2.00
71.00	2.00	2.00	2.00	2.00
72.00	2.00	2.00	2.00	2.00
73.00	2.00	2.00	2.00	1.99
74.00	2.00	2.00	2.00	2.00
75.00	1.99	1.99	1.99	2.00
76.00	2.00	2.00	2.00	1.99
77.00	2.00	2.00	2.00	2.00
78.00	2.00	2.00	2.00	1.99
79.00	2.00	2.00	2.00	2.00
80.00	2.00	2.00	2.00	2.00
81.00	1.99	1.99	1.99	1.99
82.00	1.99	2.00	2.00	2.00
83.00	2.00	2.00	2.00	2.00
84.00	2.00	2.00	2.00	2.00
85.00	1.99	2.00	2.00	1.99
86.00	2.00	2.00	2.00	2.00
87.00	2.00	1.99	1.99	2.00
88.00	1.99	2.00	2.00	2.00
89.00	2.00	2.00	2.00	2.00
90.00	2.00	2.00	2.00	1.99
91.00	2.00	2.00	2.00	2.00
92.00	2.00	2.00	2.00	2.00
93.00	2.00	1.99	1.99	2.00
94.00	1.99	2.00	2.00	2.00
95.00	1.99	2.00	2.00	2.00
96.00	2.00	2.00	2.00	2.00
97.00	1.99	2.00	2.00	1.99
98.00	2.00	2.00	2.00	2.00
99.00	2.00	1.99	2.00	2.00
100.00	1.99	2.00	1.99	2.00
101.00	2.00	2.00	2.00	2.00
102.00	2.00	2.00	2.00	2.00
103.00	2.00	2.00	2.00	1.99
104.00	2.00	2.00	2.00	2.00
105.00	1.99	2.00	2.00	2.00
106.00	1.99	1.99	1.99	2.00
107.00	2.00	2.00	2.00	1.99
108.00	2.00	2.00	2.00	2.00
109.00	2.00	2.00	2.00	1.99
110.00	2.00	2.00	2.00	2.00
111.00	2.00	2.00	2.00	2.00
112.00	1.99	1.99	1.99	2.00
113.00	1.99	2.00	2.00	1.99
114.00	2.00	2.00	2.00	2.01
115.00	2.00	2.00	2.00	2.00
116.00	1.99	2.00	2.00	1.99
117.00	1.99	2.00	2.00	2.00
118.00	2.00	1.99	1.99	2.00
119.00	1.99	2.00	2.00	2.00
120.00	2.00	2.00	2.00	2.00
121.00	1.99	2.00	2.00	2.00
122.00	2.00	2.00	2.00	1.99
123.00	2.00	2.00	2.00	2.00
124.00	2.00	1.99	1.99	2.00
125.00	1.99	2.00	2.00	2.00
126.00	2.00	2.00	2.00	2.00
127.00	2.00	2.00	2.00	1.99
128.00	2.00	2.00	2.00	2.00
129.00	2.00	2.00	2.00	2.00
130.00	2.00	1.99	1.99	2.00
131.00	1.99	2.00	2.00	1.99
132.00	2.00	2.00	2.00	2.01
133.00	2.00	2.00	2.00	2.00
134.00	2.00	2.00	2.00	1.99
135.00	1.98	2.00	2.00	2.00
136.00	2.00	1.99	1.99	2.00
137.00	1.99	2.00	2.00	2.00
138.00	2.00	2.00	2.00	1.99
139.00	1.99	2.00	2.00	2.01
140.00	2.00	2.00	2.00	1.99
141.00	1.99	1.98	2.00	2.00
142.00	2.01	2.01	2.00	2.00
143.00	1.99	2.00	1.99	1.99
144.00	1.99	2.00	2.00	2.01
145.00	2.00	2.00	2.00	2.00
146.00	2.00	1.99	2.00	1.50
147.00	2.00	2.00	2.00	2.00
148.00	2.00	2.00	2.00	2.00
149.00	1.99	1.99	1.99	2.00
150.00	2.00	2.00	2.00	2.00
151.00	1.99	1.99	2.00	2.00
152.00	2.00	2.00	2.00	2.00
153.00	1.99	1.95	2.00	1.98
154.00	2.01	2.01	2.00	2.00
155.00	2.00	1.98	1.99	1.98
156.00	1.97	1.98	2.00	2.03
157.00	1.99	2.00	2.00	1.98
158.00	2.00	2.00	2.00	2.00
159.00	2.00	2.00	2.00	2.00
160.00	2.00	2.00	2.00	2.00
161.00	1.98	1.99	1.99	2.00
162.00	2.00	2.00	2.00	2.00
163.00	1.98	1.95	2.00	1.98
164.00	2.03	2.03	2.00	2.01
165.00	2.00	2.01	2.00	2.00
166.00	2.00	2.00	2.00	2.00
167.00	2.00	1.99	1.99	2.00
168.00	1.99	2.00	2.00	2.00
169.00	2.00	2.00	2.00	2.00
170.00	2.00	2.00	2.00	1.99
171.00	1.99	2.00	2.00	2.00
172.00	2.00	2.00	2.00	2.00
173.00	2.00	1.98	1.99	2.00
174.00	1.99	2.00	2.00	2.00
175.00	2.00	2.00	2.00	2.00
176.00	2.00	2.00	2.00	2.00
177.00	2.00	2.00	2.00	1.99
178.00	2.00	2.00	2.00	2.00
179.00	2.00	1.99	1.99	2.00
10.2.1.2	2.04	8.05
10.1.1.1	2.04	5331.64
10.1.1.2	2.04	660.59
10.1.1.4	2.03	4934.00
