Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.096s)
CreateVariables () DONE !!!
Creating 3 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2
47.00	2.00	2.00	2.00
48.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00
50.00	2.00	2.00	2.00
51.00	2.00	1.99	1.99
52.00	1.99	2.00	2.00
53.00	1.99	2.00	1.99
54.00	2.00	2.00	2.00
55.00	2.00	2.00	1.99
56.00	2.00	2.00	2.01
57.00	2.00	1.99	2.00
58.00	1.99	2.00	1.99
59.00	2.00	2.00	2.00
60.00	2.00	2.00	2.00
61.00	2.00	2.00	2.00
62.00	2.00	2.00	2.00
63.00	1.99	1.99	2.00
64.00	2.01	2.00	1.99
65.00	1.99	2.00	2.01
66.00	2.00	2.00	1.99
67.00	2.00	2.00	2.00
68.00	2.00	2.00	2.00
69.00	2.00	1.99	2.00
70.00	2.00	2.00	1.98
71.00	2.00	2.00	2.01
72.00	1.99	2.00	2.00
73.00	2.00	2.00	2.00
74.00	2.00	2.00	1.99
75.00	2.00	1.99	2.00
76.00	2.00	2.00	2.00
77.00	1.99	2.00	1.99
78.00	2.00	2.00	2.00
79.00	2.00	2.00	2.00
80.00	2.00	2.00	2.00
81.00	2.00	1.99	1.99
82.00	2.00	2.00	2.00
83.00	1.99	2.00	2.01
84.00	2.00	2.00	1.99
85.00	2.00	2.00	2.00
86.00	2.00	2.00	2.00
87.00	2.00	1.99	2.00
88.00	2.00	2.00	1.99
89.00	1.99	2.00	2.00
90.00	2.00	2.00	2.00
91.00	2.00	2.00	2.00
92.00	2.00	2.00	2.00
93.00	2.00	1.99	2.00
94.00	2.00	2.00	1.99
95.00	1.99	2.00	2.00
96.00	2.00	2.00	2.00
97.00	2.00	2.00	2.00
98.00	2.00	2.00	2.00
99.00	2.00	2.00	1.99
100.00	1.99	1.99	2.01
101.00	2.01	2.00	1.99
102.00	1.99	2.00	2.01
103.00	2.00	2.00	1.99
104.00	2.00	2.00	2.00
105.00	2.00	2.00	1.99
106.00	2.00	1.99	2.00
107.00	1.99	2.00	2.00
108.00	2.00	2.00	2.00
109.00	1.99	2.00	2.00
110.00	2.00	2.00	2.00
111.00	2.00	2.00	2.00
112.00	2.00	1.99	2.00
113.00	2.00	2.00	1.99
114.00	1.99	2.00	2.00
115.00	2.00	2.00	2.00
116.00	2.00	2.00	2.00
117.00	2.00	2.00	2.00
118.00	1.99	1.99	2.00
119.00	2.01	2.00	1.99
120.00	2.00	2.00	2.00
121.00	1.99	2.00	2.00
122.00	2.00	2.00	2.00
123.00	1.99	2.00	2.00
124.00	2.01	1.99	2.00
125.00	2.00	2.00	1.99
126.00	1.99	2.00	2.00
127.00	2.00	2.00	2.00
128.00	2.00	2.00	1.99
129.00	2.00	2.00	1.99
130.00	1.99	1.99	2.01
131.00	2.00	2.00	2.00
132.00	2.00	2.00	1.99
133.00	2.00	2.00	2.00
134.00	2.00	2.00	2.00
135.00	2.00	2.00	2.00
136.00	2.00	1.99	2.00
137.00	1.99	2.00	2.00
138.00	2.00	2.00	1.99
139.00	2.00	2.00	2.00
140.00	1.99	2.00	2.00
141.00	2.00	2.00	2.00
142.00	2.00	2.00	2.00
143.00	1.99	1.99	2.00
144.00	2.00	2.00	1.99
145.00	2.01	2.00	2.00
146.00	1.99	2.00	2.00
147.00	2.00	2.00	2.00
148.00	2.00	2.00	1.99
149.00	1.99	1.99	2.01
150.00	2.00	2.00	1.99
151.00	2.00	2.00	2.00
152.00	2.00	2.00	2.00
153.00	2.00	2.00	2.00
154.00	2.00	2.00	1.99
155.00	1.99	1.99	2.01
156.00	2.00	2.00	1.99
157.00	2.01	2.00	2.00
158.00	1.98	2.00	2.00
159.00	2.00	2.00	2.00
160.00	2.00	2.00	1.99
161.00	1.99	1.99	2.01
162.00	2.01	2.00	1.99
163.00	2.00	2.00	2.00
164.00	1.99	2.00	2.00
165.00	2.00	2.00	2.00
166.00	2.00	2.00	1.99
167.00	2.00	1.99	2.01
168.00	1.98	2.00	2.00
169.00	2.03	2.00	1.99
170.00	1.99	2.00	2.00
171.00	2.00	2.00	2.00
172.00	2.00	2.00	1.99
173.00	2.00	1.99	2.01
174.00	2.00	2.00	1.99
175.00	1.99	2.00	2.01
176.00	2.00	2.00	1.99
177.00	2.00	2.00	2.00
178.00	2.00	2.00	2.00
179.00	1.99	1.99	2.00
10.1.1.1	2.04	4976.38
10.2.1.2	2.04	7.98
10.1.1.3	2.03	5063.95
